n_storey,n_bays,bay_length_m,storey_height_m,fc_mpa,fy_mpa,beam_depth_mm,column_dim_mm,beam_rho,column_rho,gravity_kn_m2,Vy,dy,Vmax,dmax,Vc,dc
4,4,4.6906419726846424,2.8261887893233255,31.542196918438183,437.09222838624385,640.4264100963446,713.7131624289358,0.01475708339234073,0.03391668608660414,5.4545891907005934,855.6081158640318,0.028750810776492965,1017.6371871840641,0.0559361134252122,801.9552099342737,0.10542881774274222
5,4,6.675031798764742,3.3240256136198645,37.92505732669197,489.3446639697863,531.6004261352572,492.16807332385685,0.02158018648166482,0.02721820905285851,5.86828864436855,1073.994652160342,0.044416335461503385,1294.526018521503,0.07463922151833223,932.1169090290053,0.17666983115562263
2,4,4.459852949873482,2.9254878157104174,32.388273038896024,487.45620408374646,418.7521330001006,489.6456528050427,0.021661072573617664,0.03435200779940226,6.503705931011711,768.108610839923,0.015418907877235998,1011.3040637721733,0.029036533609260815,760.6823388543329,0.05325047464528795
3,3,6.08278730692866,3.2067816264546316,24.795737381541095,480.41245261822627,600.3924953655305,682.5428017619938,0.011965866273359698,0.014846337483957927,8.637812755032538,807.9783561308313,0.025490636560064957,1060.8374516472725,0.050395850006754624,840.6371559706633,0.09995559557360524
5,4,4.074578474158769,3.188638629628777,33.045527121940616,410.58974037507534,399.1188589723694,538.6014436923367,0.024493478682147726,0.025708978724390576,8.665116108001056,815.9239285100551,0.040363906620358096,980.1102707639952,0.08274535344088456,835.248273097856,0.1611117530459865
3,4,4.697922225899301,3.1715387134193374,32.514300593300206,486.7738953776011,561.087505068554,535.6572061731562,0.01561276065110774,0.02179528798659073,7.259655127899871,771.591461695069,0.02339398727021542,1141.918120717771,0.04417992899391605,760.8492021092608,0.1058263125834707
5,2,4.199676570865535,3.216103564629516,23.777291639661268,482.4664190456341,458.61713587342604,414.74236983701417,0.023814557087311755,0.0158072296229114,5.423600411689678,733.8905648449576,0.03804433648791351,890.643515616885,0.075472109979336,711.236276180564,0.1526481484440478
3,3,6.04214358039852,3.0755413197824195,27.041830842088938,450.45262370222304,656.251729782113,733.0092320699928,0.01065212593019188,0.016174463420720056,5.18372435552198,908.1717464559866,0.02455142432160384,1022.3475656112662,0.04221142094092982,738.823893314429,0.09544634574749779
2,2,6.774525607054186,2.8693791991059125,37.0279240803573,490.2653143927617,692.8497382053074,710.9116461231172,0.021692163111569934,0.026777115347897597,7.894981772890645,840.5916705275056,0.015311563894279377,1038.7194110778976,0.031550401011883195,700.8792657437516,0.05960872433888502
4,3,4.799389952502538,2.8978378876677695,30.07966820645117,441.6889368594885,431.3994791851058,515.3803145518076,0.015495886747393712,0.019532397981488547,5.897320398634645,730.6066609726446,0.029349080798169978,1002.0310732913654,0.058165949549011824,797.4458509923928,0.12284325404390836
3,3,6.5456814663208736,3.2568111383920715,36.283444730994475,453.272227606574,571.5211702436673,479.6700263821078,0.02102339743465436,0.01665530564189152,7.473990644092491,829.2473505079549,0.026727028554347936,1059.7660669770914,0.05292458736343108,825.8170694423727,0.09174409790511259
4,2,6.876640737727241,3.3606189232595676,32.27995808486073,478.2624104629547,628.2901936440801,775.7121782677987,0.013800750307587808,0.025571745593241112,4.4752459878220066,903.6073473322092,0.034311190784644,1118.5066913442145,0.05517297941357437,859.5492098260087,0.12836359744166526
5,4,5.476459646726287,3.2197154090658286,38.69348847811193,411.9733588501123,390.9862480650387,389.4690553598458,0.019867949275607918,0.021627990918178727,7.871607080709216,930.3660091024233,0.0443177737564314,1103.3688261819452,0.08169892306371693,862.2213086589957,0.15859993649051204
4,2,4.4728349458749985,2.903448360779534,38.78642180413914,443.7904037198753,484.1619379720935,678.35856890482,0.0182948959787935,0.033531219697284634,7.901507469546961,840.8737486948764,0.03125370869188377,1049.714573873441,0.06189766567420528,800.0769891457272,0.1252092861321255
3,4,5.911221651973623,2.885345174834579,32.17690199941519,468.6096365105449,354.305940061011,554.4430828287859,0.02238099266794482,0.01879325758291407,6.292740408992755,797.7524476926454,0.022835999672941816,1040.0641194597763,0.04322757708901433,734.6889454106655,0.07741213375644054
2,4,4.851725313592117,3.385827605762657,23.021971105556275,499.91047304742386,582.9896576372879,642.5562570014586,0.01135661090476199,0.032631768174622384,4.144997516022347,770.1511097259868,0.016272088473625664,983.4803565378852,0.03241828852027017,744.6856298958987,0.06558603863268873
5,2,4.016289502386101,2.836160541910079,32.51257837530683,480.14818108594153,433.493487219586,732.2339793153828,0.010858479102298906,0.030422168633758555,8.638977150861402,824.1759252497786,0.0406708416008975,1061.7435751053483,0.07379242855998581,829.165683366793,0.15269423246060054
2,4,4.465638977323272,3.3142347643546133,24.66778832650918,427.07587513178004,598.4666440484564,791.0921532044068,0.019173154089656044,0.0132535072447998,7.081544849637664,780.1508922786732,0.017042158106153005,844.6061333241215,0.0340616188323589,703.2428503851604,0.06503113677673722
3,4,5.375681927375469,3.3488566638389856,33.09175850004776,457.2413149958637,400.7955891327674,775.7110041011427,0.01452013948772077,0.025294395963573472,7.498879722945331,860.9170006545585,0.027317795165427466,1088.4932815490433,0.049362711715516996,847.5835218979311,0.11194161548036677
2,2,4.4022838296182965,2.99465288204688,26.789387471455797,442.790321368135,563.8456414628199,635.5831028382183,0.016177163448783553,0.021402011516860033,5.08814263348481,636.5083157930703,0.014337406879197637,846.4667324187631,0.028097561135772803,741.1947034241235,0.061768795672656786
2,3,5.6973157012957625,3.29140152677726,33.31102116182299,465.2433056521032,460.6749531384151,704.3444998936793,0.018237165753995192,0.02192261848913747,7.130062404705285,909.2745286854076,0.01720112054827702,1052.151873262971,0.032541310468812396,788.0386057145101,0.06630227908263776
4,3,6.399611232291509,3.020115484220941,36.910264884556305,449.41416465174234,390.54985351734393,382.42661618282466,0.022629898165591945,0.013278062088858192,5.403057180668279,849.2955702281606,0.03009104106728571,1060.5361676845505,0.05258691761892646,776.9915728406452,0.10699452010735298
4,4,5.116784719574644,2.9075290293424443,32.41596775095654,411.96725558648944,477.7217763773884,781.2931314054376,0.02493196708875456,0.029758412501155473,5.554807549603831,880.479094749068,0.027738434017332024,1034.1669589775038,0.05649245777209058,815.2979285674268,0.11994662626301034
5,3,4.491253912774887,2.9161348075135733,36.88978152045452,498.91330026836056,544.589299809957,727.5813788967711,0.02485482496489409,0.01525670543708182,6.241228066271756,901.6011580670236,0.039888481891325545,1132.2376052214295,0.07254443123881213,946.0195949572604,0.14434971987083287
3,2,6.721310866468645,2.831254362281995,25.424193413930418,429.20593303145284,521.5691398405552,613.9003278566581,0.01739934963776,0.013934652694808288,5.2183372702785675,696.4419497974874,0.02171721501078845,878.3302166949811,0.04034031941943981,685.7903047056342,0.08471917659326858
4,3,5.618582305785036,3.036919538308128,37.04509859245654,448.2572508587294,619.0196563107827,733.4069825965261,0.017571872243552472,0.03291970160904105,6.935619702684903,848.9927429513966,0.030139625089521532,1043.6053585192735,0.060052243987686514,866.1079143152623,0.12401861818998033
3,2,5.016566906828815,2.9341221067638896,21.471639504172877,492.74604585040265,506.872564889905,488.39078258935376,0.018977157873366048,0.01216823249473936,5.390110533004069,687.142762390021,0.022445022628562433,813.9495638490372,0.04515179131286835,727.4081089402416,0.08577899258186257
4,4,6.1620878401550545,3.4742478564845656,35.85809824402537,486.68014382619265,389.936424914273,679.5860763472044,0.01660133049291053,0.024721387455459334,7.270512047411784,1064.4126090059735,0.03405731131084898,1216.7377959218782,0.07423113214086519,859.9667874870106,0.13070660423861855
4,4,5.469099225450718,3.4898781186464483,29.834495667679406,497.791697907384,494.05160076792095,707.1569677519876,0.011272289084677482,0.02477561933316857,8.01029893492862,978.723067948728,0.037591554423646395,1188.6342410586424,0.06346751041360844,931.2124430238513,0.1349082169503788
5,4,6.1397745889350945,3.3416044779261385,37.44367441305759,473.943146847651,630.3050572373212,372.0336694204757,0.01351802725661948,0.026303648787630654,8.290626523124116,1002.0337347760917,0.04469485877023463,1182.7059631657985,0.08599566617936631,926.6144480350544,0.16890547827235952
4,4,4.712975090081792,3.396946790742339,27.61259704478077,485.3344671144059,454.63027789161697,615.644112897417,0.015954101016217512,0.018320976167366543,8.432787810859345,828.7874061179411,0.03679848959089051,1098.8076096415057,0.06322714280166428,864.3646779809739,0.154658216550962
4,2,5.223825853393846,2.8957748946207382,31.92256666283764,499.7580037262917,595.3083535422305,617.8457781860172,0.01588553639382691,0.03305187148656776,6.484582980651747,825.0928501009464,0.03216330594960063,959.4164846784266,0.05897041871635058,804.7052309589307,0.11248206608278058
5,3,5.0298773871367235,3.0942672400536937,39.22497618404694,475.19631215749155,539.299822930733,478.0433938003214,0.02345495198159493,0.01740723368825517,5.626713652583385,917.8361200607991,0.03828342935622311,953.1900853352676,0.07720724204974627,864.4707794331608,0.14705075423314948
5,2,4.967477041505996,2.9088090948583956,37.61197294052534,428.3246933250114,546.5212880450347,706.3884913136183,0.021757361640635707,0.02208288394743644,6.381286542933628,878.4419842452608,0.036953067646054875,986.6191359834689,0.06998837883551902,817.795217851086,0.15821322988036854
3,3,6.866048284563433,3.1589124450100776,29.22647736448758,403.5842751418163,685.9210828152271,396.35120785857146,0.010616186399572704,0.017659532064613584,4.327652169591913,723.8643461428469,0.022999243784246195,976.9619536081397,0.04351315116175135,684.6548816216446,0.09016693767384895
5,2,6.09456917682974,2.9449143790673684,26.739359806889134,439.41257771780977,495.81337157420177,350.7473184536602,0.011681055564980464,0.0318435849660402,4.00616531255954,732.9489973322952,0.034248743136521,833.0708368254825,0.07074448930199466,692.5307184553363,0.13322213788411824
4,2,4.967471322903189,2.9697379971198328,30.11740461047024,468.32583576588127,429.8885064121972,498.83108392469,0.02395576926383726,0.013117093666480036,6.303848026197831,774.2828916214601,0.030743961648449253,949.287552271436,0.057730831881937984,730.6937852515699,0.12056834422631184
5,2,4.093850538704934,2.877440627293542,32.78283644593763,424.1638908739086,549.2242176507368,615.5879222447568,0.02274152999634669,0.0121090520369731,8.266847296711834,833.2975640891726,0.03989933385033034,915.4480229241386,0.07095796226993441,727.9885726807528,0.1501775594880386
4,3,5.810273362999965,3.4892546735323506,27.869185494144787,481.31593458201127,461.4396912399609,709.646085008671,0.01901100878293964,0.016976180990184234,6.070130468946182,916.3489191296609,0.035969538402241125,1096.426436861929,0.06070090294715443,844.4000959103058,0.1329919009111688
4,4,6.124273707050763,3.3170062705201677,27.025910251469597,489.00194571176957,557.8406918099566,406.71185378598193,0.012155779921833013,0.027941194819383137,4.86471968221039,903.7436379826167,0.03098878803045814,1096.4343650748908,0.061867660153743904,934.4763348495765,0.13320038856572528
3,2,6.691906599262281,3.4162662100893844,31.18780784911613,462.17920298607567,445.6155170253067,372.7338633674023,0.018918514133362964,0.01877936944366355,7.318105233301759,683.5272704453985,0.026369092347543675,961.2970335476098,0.05301486284536289,750.8879025506832,0.10354769929300209
4,3,5.660622520268834,3.0773165500414743,33.874794508396086,472.5769634715434,548.4282283617854,691.2900067331393,0.024751256139894068,0.02164326492171852,6.5729152594276545,879.8516673519749,0.03107750548367345,1098.0868505857543,0.05892140759056713,819.251753842012,0.1260023515973728
4,3,6.047744794627661,2.9045619094577053,39.26944296127962,417.8441761821831,419.83969751482164,736.5422872509712,0.02368874116212897,0.016879390373035933,6.34900444087414,784.263482182784,0.0301665129710323,1056.6461045007645,0.05691305381412657,872.8704118117795,0.10180798713821292
4,4,5.709801455924579,2.8732305677633425,38.17549252668276,486.5572539321028,629.3341025364166,394.9381147223283,0.013065960506221438,0.029102808397475997,4.115700472909732,1002.3680665332524,0.028287931530209417,1214.4385864085798,0.05342032317921443,876.6047120807467,0.1121793059752707
3,3,5.742968121244152,3.086397984337358,32.433720361486465,493.5381369566495,513.6740898193087,438.5339813377841,0.01565808974324506,0.02106446059964173,4.6555434651311,830.0930970689577,0.023273220694226732,899.4961808919498,0.044929147910913174,738.6992346411964,0.08281230991604643
3,4,6.643108155753611,2.9946793498100415,24.83967393126408,418.5766134871087,532.7043054782794,560.787488561047,0.013891597597818014,0.013038981690756807,6.4074567016314035,821.8480932033763,0.023283439301827292,876.0797661105429,0.03980595911818221,754.2735541567184,0.08957642078026595
3,4,6.6301323917938575,3.431149297496507,39.70680355676433,498.23666831045324,683.5496964687935,382.319963226298,0.012066903038917078,0.01900273010894876,6.764491270322307,823.8847369709642,0.024505918487664542,1100.9909189001348,0.04857357881908787,877.7992110132845,0.10276165286487535
3,2,6.555799473384396,3.2089595020428527,34.96745912287304,429.6032862910026,479.93842298089703,532.1847339919402,0.021400224576160524,0.02976411871651507,5.034067637570159,742.6589158923958,0.025866970668515704,924.5958595567681,0.042506139457839306,731.9563159566684,0.0881850418046883
4,2,5.240703793929909,3.1149015099608883,25.659920487440985,471.0245201335987,647.9671272907713,743.5588129350074,0.015089832186048414,0.024209559068619733,5.242032019328257,733.5819431023456,0.03078883467282977,945.0447181616033,0.059605473093662285,748.5217365849463,0.1206126145916212
3,3,5.589236998547494,3.1755976095039626,29.256698609256116,413.17548328920674,393.9823485039876,778.5123721305574,0.01723046139379526,0.03392372707281935,4.81788438855055,804.5851192134528,0.022475999375819768,949.2980951684807,0.04686975304275793,775.9222228751997,0.09285854925763255
2,2,5.824387635743775,3.125509892392491,28.608573659660287,453.1886091346068,415.53363061536953,794.8717543338095,0.022274618030557948,0.029057136552824853,6.343796485069762,773.4749845685185,0.016342316875248536,869.1608182806004,0.02938358830938593,769.1044990492537,0.06102686714795488
4,3,6.2525157542345795,3.3555447687036644,25.02713761053031,492.378331609318,503.29636102213044,637.5561421688741,0.01003463158880113,0.034847475463457095,5.404481929820776,844.7477441173522,0.0346557031786334,1072.1633420824403,0.06260019102580806,830.4103732855912,0.13179214651428364
2,4,4.957469483824211,3.308326089868731,29.760889172943244,465.9951301129279,559.8933748505966,562.7527877415491,0.02425091641936656,0.019882413783363986,4.886177506246363,816.485019892089,0.016559993160353968,991.1348313309167,0.028823151869782265,761.8088265113084,0.06266826798233255
5,3,4.907440843413784,3.4632749197661945,27.96037428257419,473.85107126866285,491.0990714416787,602.8185185283497,0.020796738025323194,0.023705485490281147,8.535431634547543,907.6924642473961,0.04566935915700927,1024.7958050432774,0.0851755312992674,855.8855547794582,0.17856057928669783
5,2,6.002469769440274,3.2588624168401363,33.59528456999181,401.97664453426916,464.291394935123,439.0144312666386,0.021672271338160187,0.031794499232110994,5.2334018861307365,728.7524867520096,0.04064218915838016,924.0807176260406,0.07576153925212022,753.4328894743123,0.16086241802024095
5,4,4.607567223772558,3.1794553244655033,34.32643092362521,495.2922468485566,563.5211690105109,464.7981189623213,0.019382172353709044,0.019371296718594375,8.88064195345854,939.8544875363516,0.04210663403016278,1162.649491237098,0.07948164624165553,885.3271406836934,0.17583201435886692
3,3,6.807812498307178,3.39778906330306,27.122097802635828,454.454840204134,521.438489632362,634.4911250516881,0.015011669004381334,0.01761671501761543,8.56335917627768,847.6956684604087,0.026015649799591818,1028.8984956904064,0.048203324716566694,777.3472117868295,0.10607188132111108
2,3,5.369356583542815,2.968158393304302,33.25156469282652,428.93201361023347,440.23294339582407,613.6826183432247,0.016149735823375647,0.01703370200227654,8.080280083764155,785.7442060636015,0.01555720703164112,904.5139388749029,0.028714510190885452,723.7526806952616,0.06677831147496009
2,2,6.323007703549154,2.8809929171166004,28.411189212974055,499.8609515011916,417.4067881308184,419.28361215993186,0.016342004988201903,0.026252376097306816,8.664503912066266,781.5492157903776,0.015949598815708878,882.9168521896356,0.03066076450955695,696.071117802609,0.06194283625131415
2,3,4.335534407142031,3.382770499446805,24.35077122015344,442.34953946796537,543.2647249957655,575.3447670861252,0.020292443734227256,0.02701179490199287,8.960210027640274,755.1798231590842,0.01925381930928335,889.5586411482835,0.036083872009832325,719.1595369711838,0.07461933630831823
2,3,4.154257463670788,3.2705851018564114,27.713416206300888,478.7463874631502,641.2420263486952,719.5538539690305,0.016249989970598202,0.01939555069154069,7.744103898335274,776.0991310901517,0.01638669780193295,948.3401369582774,0.03280556879204596,751.6631140747307,0.07079356294739893
3,2,5.601520039821882,2.8472629361311905,22.003334926602097,400.05187441657057,502.71083089299213,698.5807465815035,0.010522575254198736,0.027001924948714676,8.115636587080932,681.8329037186252,0.022948293498412733,748.2826385679743,0.04206266383838128,643.4649936696917,0.08728070768839179
2,2,5.183444553816264,3.316458289274461,25.891587227155306,475.23289144335524,526.4625115367849,687.6196945767049,0.016970194567859944,0.02046179982510181,5.095946082393162,729.058198281993,0.016436503018181052,945.829042867846,0.031949499812127524,699.4385642197649,0.06732939100739392
2,4,5.195519870422637,3.4932719201523375,23.607013898021634,465.35398256936435,507.0553275204377,526.8131795136833,0.023126262985811236,0.03443869985405319,8.364294793870894,703.1428012502357,0.01750873515121231,906.5106357782472,0.034480322254806975,665.8828858018852,0.06815681479927704
4,3,6.485640774516357,3.2973729402198746,21.50497753494854,404.94591371460155,560.5454583596055,568.786434030024,0.013902769830144872,0.02162909000824044,7.789551593664303,720.3724283376832,0.03357001345400883,962.3862461321187,0.06699279532664151,760.6774098668301,0.12612303117711532
3,3,6.029957147528913,2.846255447643576,21.020281835432197,421.2277138840743,663.0790242015734,640.8308434528517,0.012579405279055343,0.032476071121943235,6.349779701436701,783.9421212129446,0.02198611269717533,944.69123529789,0.0462878903711104,779.8404491405563,0.08131584736162271
3,4,4.6422768680101605,2.86940987941917,24.932718033175956,442.27340342720623,411.64840471057795,410.6114112155063,0.022904228293284114,0.01936913568273808,5.803793432591268,691.1940413484305,0.024086575716079715,895.1659967735638,0.043796496749847515,671.1710217512061,0.08528102871654174
2,4,4.29949317153037,2.875182069402004,23.191202324108772,461.9569256310312,392.689137473368,733.5720430686199,0.02131407272406839,0.030855603739474557,6.630302634430104,771.8259763906038,0.014495812941615772,929.9105424551765,0.02961267747173669,686.4343412537836,0.060287839351735026
5,4,4.511023580975556,3.4850439007303073,30.474151390649986,449.3672076270646,689.8096549910083,521.3295625477152,0.015962875368324893,0.025449312164513543,4.640263052738935,936.2198121924464,0.043562933669717765,1196.6776798325302,0.0859294992041126,822.8311257230861,0.17975227492281387
4,3,5.294557011062064,3.2432044275012966,38.608618438290875,493.27796196569824,487.0221928357322,498.1681068189963,0.01676569750277883,0.02506248729985533,6.3090895572487415,900.5976188088823,0.03212282577849113,1048.3734663073644,0.06529134145281924,842.6347605697572,0.14024540374987976
3,2,6.169341406436159,3.072367698065456,25.07624047864273,456.2672410574857,614.4388398656995,465.84006305541715,0.02240184822885617,0.03333261177137614,6.986972645369203,756.0586293380151,0.025529189392343554,960.7226248439857,0.04483944889959471,711.7618246638002,0.09087270561409509
5,2,4.115625997970307,3.2762931639689454,31.690692262806728,402.6532437206074,610.2109864278349,733.4654016811318,0.017446262236589627,0.022712421128216864,4.027365544173137,789.3627887853029,0.037559454548846974,950.0075787183534,0.08291067811863642,772.4400833997943,0.15600161683520983
4,2,6.324723710143984,3.147613335192397,31.193270551292763,496.54159534817353,687.2529692777538,735.0389547660816,0.012814139391475503,0.02566827196893634,8.390737123277688,788.7718205839525,0.03456935552321553,1114.7531079288185,0.06330175639739793,733.9915387136347,0.12503147869373044
5,3,5.109953103541594,3.092333504857832,23.24958258039471,479.4750558417572,643.2009003654643,477.978710558034,0.014556949276149162,0.032109687895700706,4.119851777639777,850.1744511440107,0.03548267345045266,1078.6671068505464,0.06894925397615335,771.8306441725808,0.14695813033105645
5,3,4.120285029618328,3.1232090380291564,30.92276698566507,421.4326402854987,398.8682789626922,434.8134363555356,0.01516211617095022,0.014226633434014344,8.736598978648022,769.1708457757725,0.04291394707946716,1011.968449782161,0.0820938930787748,745.9459722167428,0.18696749587630948
5,3,5.287078364072238,3.101753450346557,21.68207883413982,453.46007512892754,697.7400488753966,781.4183866873703,0.010605988432632447,0.02823333108347823,5.508824333484654,862.6030008869853,0.038681953597805886,1087.8987188743463,0.06945083459020847,839.9093726193486,0.16697802650117854
5,2,5.604694458927612,3.4410214005150968,31.781514157437144,439.7233301472824,505.7556191988973,378.40272681674196,0.024531284820423986,0.019145046256864903,4.9468174583642694,796.3187314377666,0.040396355605756114,1016.8821213049624,0.08538238813437343,779.4441936189404,0.15248769684143337
2,4,6.526463966550615,3.4603676458944967,23.411769879027474,479.578856516697,540.9864929283667,594.5730177859373,0.023483823644807705,0.03435148782887436,7.524191615215905,691.8394831904603,0.017706604754400578,977.1764635259974,0.031090063316913972,772.1436591376389,0.07431102163528028
4,2,6.339609531616935,3.1122510250441584,38.68300528234779,461.22210085939525,362.3115937645469,420.88550359286575,0.013087296895195114,0.0344419285609622,5.093521130758175,794.4765059102454,0.03177009142980367,909.2339162969583,0.062493522006570996,750.6262912739144,0.11987926791106285
5,2,4.585372723277009,3.1979988002926145,38.336527129617195,453.721888369434,569.0963448446782,440.8402632242935,0.022008754310107754,0.026209144895628415,8.320684145963625,861.550989642233,0.04500116107474645,946.6255584403855,0.0901025202685446,809.6159070721573,0.17447961427682496
5,3,6.31231964099611,3.1783336845195285,24.473366638188555,432.07341189534515,578.6171597579865,652.784027608202,0.016521396202135694,0.017258848861228637,7.609533897563382,899.808168108858,0.041357148112120885,1009.1589846342778,0.07599103536929079,757.9847335112565,0.1649918208280223
2,3,5.310002468016519,3.496370424980726,30.239331640741057,447.7946580739831,497.61812195009645,380.0715896156583,0.01889434946724424,0.017243258761133196,7.18804490114525,732.4937280825318,0.019643657123762398,947.6571599647268,0.03362287569627735,666.6976289291902,0.06894886341089734
5,4,5.944551189001404,3.3472299333017617,29.13522740666859,463.7936744246645,649.6801513288126,633.9794492923494,0.01521510452253855,0.0272381806704226,7.359270943070337,953.7986141210743,0.04195928297197483,1235.130241449189,0.0866212902612499,943.6506559295308,0.1585297037745573
3,3,4.646485425438101,3.3216426899467075,23.49194821450949,419.8583663531308,569.3887439744731,686.2714100864314,0.023420318303017225,0.01826948944056551,4.553621293002772,690.8657298906328,0.024000780367972967,986.6282893782198,0.04736768644376476,729.0618998574798,0.0956337953120806
4,4,6.124472661527905,2.9226263974992026,27.79596999899351,447.8404926086678,401.59908371995505,473.0433659570026,0.014624998059292665,0.014927352561567903,6.751198459541288,793.0329509015934,0.030147433987864257,965.8498680767935,0.05903971101092409,751.5250667552771,0.12350748997769538
2,3,6.461671247919583,2.9685271498499883,27.85540066693279,417.6355576417801,513.6195888000002,526.4270100869494,0.013613906746214682,0.029290956312307978,5.569233860558233,719.4304322894885,0.01510737204659389,895.8318709351375,0.02990813359674345,612.1846905456173,0.05381652818986397
4,4,6.790010042064152,3.1485522969522215,33.21697004347582,486.7172276606706,699.5903730667806,626.0824181284245,0.02334669199809803,0.03289798967077977,7.957257439038111,1049.2188971480261,0.035039457218014776,1204.1833839442543,0.056748540450938655,976.5723593822346,0.13402330610214444
3,3,5.6564881099132815,3.385629128722885,23.064484961982984,422.51776661055453,627.5517426358706,731.5265902506446,0.02492236320431302,0.03207697637690294,8.449495035361656,817.0653115410573,0.0271629182511785,951.6239393917623,0.0546113116082987,737.3530355549478,0.09559713244217644
5,3,4.888898891360455,2.918859981640895,24.708525066554458,405.794534453813,682.25273305324,531.2958238284333,0.022511813380031623,0.0276705778718629,4.959605807055427,807.5364594314076,0.037754723442067914,941.6848389092556,0.06812305333424888,745.0850535241331,0.13680401406222065
5,4,4.705769165246935,2.993345154419596,39.32585883664483,426.45976053461584,500.4849674650167,544.6320169590647,0.013795521248945255,0.029843194988053084,7.859246716145776,896.2910291956762,0.03767435299105805,1025.118683826143,0.07611203553111731,897.3639872734877,0.13872975033481963
5,2,4.623994221125382,3.1632402497409586,36.388873992452545,408.9042005075053,488.33212881561303,686.1841102834488,0.015573148126095424,0.016343237670939696,4.977479136982937,776.5207999439046,0.0370972524510112,901.091879117941,0.07397459417909609,728.5759383793471,0.1560687241824602
2,3,5.210063209747385,3.4463428774080684,25.671636153096113,472.9815246302867,614.1005983763471,394.0045988504494,0.01702347108540376,0.016612936840395744,4.926876364012428,781.4272383331545,0.01728180945563994,901.4358907164585,0.03183113987082648,682.9592547918433,0.06700851644525975
4,2,4.764185050352403,2.894526667239365,38.932168993970514,440.20477981570696,428.64131609105584,731.0019727287096,0.015987929539866857,0.012807686655522331,4.809707851248156,811.5002429887967,0.029816589686516303,1045.785196846669,0.05550509498445148,814.0385288184392,0.099618604560303
2,2,4.1516079659501735,3.4071964776378083,26.81020434603278,461.8916381173526,615.9884092952555,407.73196633000407,0.02171257531778572,0.033585763556104514,7.641874828732045,731.5767870623259,0.017748617190767837,842.4118376940835,0.03123155157837076,680.5425366095203,0.06084427093255228
3,2,4.71501558808618,3.152012455886247,30.600261523568822,458.26443493145376,488.2856431417618,704.1011216525125,0.02369730625520812,0.01767467623002784,7.68261608850944,757.5373356897105,0.024715903447858636,868.523071723384,0.048329451209446254,670.3680904005262,0.10097034564475592
5,4,6.952555794843999,3.0464354719674667,33.1262475056004,447.39327376380777,695.3200614021305,392.21352080347623,0.01618562371445837,0.032137398024126435,5.420256552632577,943.1891264798444,0.03825186417609316,1097.0726926059765,0.07343192948824323,950.955005808163,0.14801475256467755
